s_os2,m_Nc,v_Nc,v_phi,m_htBleed,s_htBleed,m_W31,attack
-0.309,9058.86,18.522,0.075,392.75,-0.381,38.884,0
-0.328,9058.87,18.538,0.073,392.725,-0.388,38.884,0
-0.319,9059.24,18.59,0.08,392.7,-0.312,38.885,0
-0.339,9059.59,20.037,0.081,392.8,0.14,38.887,0
-0.371,9059.91,24.983,0.085,392.85,0.273,38.885,0
-0.376,9060.27,26.231,0.085,392.875,0.222,38.887,0
-0.376,9060.38,25.274,0.085,392.875,0.222,38.888,0
-0.372,9061.5,28.894,0.089,392.875,0.222,38.884,0
-0.443,9061.57,29.045,0.088,392.925,0.133,38.885,0
-0.367,9061.77,31.183,0.08,392.925,0.133,38.884,0
-0.34,9062.07,29.886,0.079,392.95,0.086,38.891,0
-0.238,9062.19,29.176,0.082,392.95,0.086,38.883,0
-0.217,9062.9,29.163,0.079,392.95,0.08,38.889,0
-0.149,9063.15,26.755,0.087,392.975,0.038,38.884,0
-0.163,9063.4,26.278,0.087,392.975,0.038,38.881,0
-0.186,9063.89,26.187,0.09,393.025,-0.038,38.888,0
-0.176,9064.36,28.684,0.094,393.075,0.175,38.891,0
-0.116,9064.88,28.151,0.092,393.075,0.175,38.884,0
-0.177,9065.16,32.655,0.091,393.125,0.782,38.883,0
-0.228,9065.71,34.25,0.082,393.125,0.782,38.882,0
-0.144,9066.68,42.35,0.08,393.175,0.614,38.879,0
-0.121,9067.12,39.496,0.08,393.2,0.626,38.88,0
-0.029,9067.78,42.05,0.081,393.25,0.563,38.878,0
0.066,9068.43,49.315,0.08,393.275,0.595,38.867,0
0.084,9070.41,63.391,0.085,393.325,0.208,38.856,0
0.034,9070.99,65.989,0.085,393.35,0.231,38.857,0
0.002,9072.76,73.771,0.094,393.425,0.109,38.855,0
-0.012,9074.22,82.276,0.075,393.4,0.188,38.844,0
-0.163,9075.72,95.403,0.085,393.475,0.081,38.838,0
-0.141,9076.32,100.675,0.084,393.45,0.163,38.836,0
-0.181,9076.85,109.096,0.087,393.475,0.081,38.837,0
-0.1,9077.53,116.592,0.086,393.525,0.049,38.829,0
-0.115,9085.39,191.585,0.078,393.575,0.05,38.791,0
-0.215,9087.31,185.258,0.092,393.625,-0.023,38.78,0
-0.307,9088.45,198.545,0.089,393.725,0.446,38.774,0
-0.354,9090.04,217.862,0.093,393.75,0.391,38.769,0
-0.252,9091.35,225.066,0.093,393.8,0.289,38.76,0
-0.201,9092.61,242.526,0.1,393.8,0.289,38.754,0
-0.22,9093.99,256.087,0.097,393.775,0.337,38.748,0
-0.239,9096.77,289.665,0.105,393.85,0.188,38.746,0
-0.266,9097.92,299.915,0.104,393.85,0.188,38.74,0
-0.266,9102.79,336.433,0.109,394.125,0.574,38.728,0
-0.164,9105.61,356.531,0.116,394.225,0.409,38.722,0
-0.143,9107.31,391.967,0.121,394.25,0.353,38.716,0
-0.243,9108.74,412.989,0.129,394.325,0.251,38.718,0
-0.285,9110.47,433.057,0.129,394.375,0.174,38.721,0
-0.194,9112.21,465.878,0.131,394.45,0.076,38.714,0
-0.302,9116.12,523.728,0.148,394.6,0.42,38.703,0
-0.131,9120.24,580.582,0.156,394.775,0.41,38.684,0
-0.078,9122.29,597.17,0.158,394.8,0.364,38.671,0
-0.062,9124.41,640.093,0.173,394.95,0.592,38.663,0
-0.062,9126.49,672.861,0.173,394.975,0.558,38.655,0
0.029,9131.08,778.449,0.186,395.1,0.421,38.641,0
0.056,9133.9,861.722,0.224,395.15,0.338,38.635,0
0.008,9136.42,899.979,0.202,395.275,0.327,38.624,0
0.077,9067.01,17.399,0.077,391.425,0.028,39.041,0
0.136,9067.2,17.273,0.077,391.425,0.028,39.035,0
0.139,9067.21,17.511,0.071,391.425,-0.001,39.028,0
0.433,9067.28,16.229,0.085,391.45,-0.125,39.014,0
0.478,9067.17,15.745,0.084,391.45,-0.125,39.016,0
0.402,9067.36,16.097,0.086,391.425,-0.151,39.013,0
0.339,9067.79,15.172,0.085,391.475,-0.154,39.015,0
0.454,9067.78,15.22,0.084,391.45,-0.228,39.013,0
0.422,9067.66,16.2,0.082,391.45,-0.228,39.017,0
0.31,9067.77,16.211,0.078,391.5,-0.231,39.016,0
0.368,9067.77,16.204,0.077,391.475,-0.154,39.016,0
0.444,9067.6,16.8,0.072,391.5,-0.105,39.027,0
0.355,9067.92,16.936,0.076,391.5,-0.105,39.028,0
0.331,9067.77,16.652,0.074,391.45,-0.045,39.026,0
0.357,9067.84,17.073,0.073,391.475,-0.118,39.021,0
0.371,9067.95,17.435,0.069,391.475,-0.118,39.019,0
0.349,9068.06,17.279,0.07,391.425,-0.091,39.016,0
0.348,9068.15,18.009,0.07,391.45,-0.078,39.014,0
0.373,9068.17,18.051,0.08,391.5,0.0,39.013,0
0.287,9068.58,16.041,0.078,391.5,0.0,39.021,0
0.354,9068.88,14.417,0.084,391.5,0.088,39.024,0
0.415,9068.93,14.7,0.086,391.475,0.07,39.014,0
0.427,9068.77,16.062,0.085,391.5,0.0,39.011,0
0.436,9068.69,16.61,0.096,391.425,0.132,39.008,0
0.319,9068.69,16.628,0.101,391.475,0.07,39.013,0
0.298,9068.42,16.755,0.103,391.475,0.07,39.013,0
0.25,9068.4,16.843,0.104,391.5,0.0,39.012,0
0.345,9068.77,19.372,0.107,391.525,0.212,39.002,0
0.336,9069.01,19.951,0.091,391.55,0.194,39.004,0
0.345,9068.75,20.539,0.096,391.575,0.172,39.005,0
0.245,9068.61,21.14,0.096,391.6,0.148,39.003,0
0.199,9068.79,21.872,0.096,391.65,0.106,39.004,0
0.222,9068.65,21.731,0.091,391.675,0.137,39.003,0
0.265,9068.81,22.236,0.091,391.65,0.165,39.007,0
0.265,9068.55,20.308,0.089,391.625,0.229,39.012,0
0.272,9068.98,18.157,0.091,391.65,0.2,39.013,0
0.342,9069.03,18.346,0.09,391.65,0.2,39.01,0
0.332,9069.33,20.556,0.09,391.65,0.2,39.01,0
0.414,9069.24,21.356,0.092,391.675,0.137,39.011,0
0.443,9069.53,23.289,0.092,391.675,0.137,39.012,0
0.483,9069.86,20.0,0.093,391.65,0.165,39.004,0
0.586,9070.07,20.298,0.098,391.725,0.12,39.008,0
0.7,9070.11,20.422,0.096,391.75,0.089,39.009,0
0.7,9070.3,20.087,0.095,391.75,0.089,39.004,0
0.611,9070.42,20.59,0.129,391.675,0.079,39.002,0
0.595,9070.63,21.959,0.123,391.65,0.106,39.005,0
0.496,9070.68,21.95,0.123,391.675,0.043,39.005,0
0.458,9070.61,22.001,0.125,391.725,0.011,39.004,0
0.481,9070.56,22.25,0.134,391.725,0.011,39.0,0
0.393,9070.73,23.025,0.131,391.75,0.021,38.997,0
0.325,9070.73,23.02,0.129,391.75,0.021,39.002,0
0.234,9070.88,21.078,0.124,391.75,0.021,39.005,0
0.187,9071.07,21.914,0.14,391.75,0.021,39.011,0
0.245,9071.47,21.211,0.127,391.775,0.094,39.006,0
0.307,9071.76,22.075,0.137,391.775,0.094,39.003,0
0.311,9071.64,22.507,0.14,391.775,0.124,39.004,0
0.304,9071.85,22.818,0.136,391.7,-0.149,39.004,0
0.193,9072.11,22.387,0.131,391.6,-0.283,39.005,0
0.247,9072.84,18.243,0.114,391.65,-0.068,38.989,0
0.34,9072.92,17.579,0.122,391.675,-0.134,38.985,0
0.34,9072.78,18.76,0.124,391.625,-0.056,38.985,0
0.34,9072.77,18.887,0.125,391.625,-0.056,38.984,0
0.373,9072.85,19.782,0.124,391.6,-0.049,38.983,0
0.307,9073.0,17.681,0.126,391.6,-0.049,38.983,0
0.236,9073.1,19.239,0.123,391.625,-0.118,38.98,0
0.142,9073.04,19.193,0.116,391.7,0.162,38.965,0
0.097,9073.16,19.499,0.115,391.725,0.103,38.965,0
0.097,9073.23,19.67,0.114,391.7,0.137,38.964,0
0.02,9073.52,22.917,0.111,391.725,0.076,38.963,0
0.052,9073.62,22.939,0.103,391.725,0.076,38.958,0
0.115,9073.66,22.954,0.091,391.775,-0.212,38.959,0
0.182,9073.52,22.515,0.089,391.725,-0.157,38.954,0
0.273,9073.62,22.518,0.091,391.725,-0.157,38.955,0
0.221,9074.05,22.772,0.089,391.725,-0.157,38.948,0
0.28,9074.26,25.759,0.089,391.725,-0.157,38.941,0
0.257,9074.33,25.431,0.089,391.7,-0.096,38.938,0
0.263,9074.27,25.488,0.077,391.775,-0.09,38.942,0
0.313,9074.46,26.169,0.078,391.85,-0.171,38.935,0
0.313,9074.72,25.12,0.077,391.875,-0.206,38.936,0
0.313,9074.7,25.072,0.071,391.925,-0.299,38.933,0
0.276,9074.71,25.105,0.077,391.975,-0.393,38.929,0
0.252,9074.99,24.739,0.082,391.975,-0.393,38.936,0
0.152,9075.25,24.974,0.076,392.025,-0.383,38.927,0
0.135,9075.52,21.305,0.068,392.125,-0.248,38.926,0
0.207,9075.61,22.176,0.069,392.125,-0.248,38.929,0
0.197,9075.96,25.61,0.067,392.15,-0.3,38.926,0
0.151,9076.04,25.459,0.063,392.15,-0.3,38.928,0
0.236,9076.31,27.4,0.068,392.175,-0.041,38.932,0
0.155,9076.75,29.328,0.069,392.225,-0.137,38.927,0
0.224,9077.1,32.342,0.069,392.225,-0.137,38.929,0
0.132,9077.14,32.489,0.063,392.175,-0.041,38.929,0
0.061,9077.44,30.192,0.063,392.225,-0.137,38.929,0
0.005,9077.63,28.74,0.06,392.275,-0.165,38.927,0
-0.051,9078.0,25.271,0.062,392.275,-0.165,38.923,0
-0.049,9078.23,23.198,0.06,392.275,-0.165,38.916,0
-0.096,9078.43,22.518,0.06,392.35,-0.241,38.913,0
-0.096,9078.36,22.307,0.064,392.35,-0.241,38.913,0
-0.007,9078.84,22.347,0.065,392.35,-0.241,38.91,0
-0.048,9079.16,23.89,0.061,392.325,-0.261,38.91,0
-0.027,9079.66,24.725,0.061,392.275,-0.234,38.908,0
-0.041,9079.89,25.468,0.062,392.3,-0.291,38.907,0
-0.041,9080.04,25.14,0.061,392.3,-0.291,38.905,0
0.013,9080.64,25.531,0.06,392.425,0.212,38.898,0
0.119,9081.54,29.31,0.058,392.6,0.336,38.892,0
0.083,9081.87,26.395,0.059,392.625,0.309,38.892,0
0.003,9081.88,26.452,0.053,392.675,0.214,38.899,0
0.017,9082.26,25.732,0.053,392.725,0.22,38.896,0
-0.134,9083.09,25.068,0.057,392.725,0.248,38.882,0
-0.055,9083.21,23.994,0.06,392.75,0.21,38.874,0
-0.039,9083.37,23.309,0.068,392.75,0.21,38.873,0
-0.018,9083.45,22.986,0.067,392.825,0.223,38.867,0
0.007,9083.62,23.692,0.077,392.775,0.325,38.874,0
-0.076,9084.05,24.966,0.074,392.8,0.269,38.872,0
-0.055,9084.81,22.071,0.072,392.875,0.25,38.869,0
0.002,9085.15,24.258,0.089,392.95,0.099,38.856,0
0.096,9085.79,22.817,0.082,393.0,0.0,38.85,0
0.057,9086.15,27.355,0.081,392.95,-0.04,38.847,0
0.057,9086.31,28.943,0.081,392.975,-0.085,38.846,0
0.041,9087.12,37.219,0.096,393.1,-0.201,38.834,0
0.088,9087.44,36.286,0.107,393.125,-0.252,38.826,0
0.066,9088.04,38.481,0.106,393.125,-0.252,38.826,0
0.076,9088.97,39.233,0.114,393.25,-0.08,38.824,0
0.139,9089.43,39.927,0.127,393.25,-0.08,38.815,0
0.08,9090.04,41.427,0.11,393.325,-0.078,38.807,0
0.079,9090.68,43.66,0.113,393.375,-0.159,38.793,0
0.113,9091.05,46.556,0.112,393.45,-0.165,38.792,0
0.091,9091.36,49.8,0.128,393.475,-0.154,38.795,0
0.079,9091.79,52.343,0.13,393.55,0.121,38.794,0
0.066,9092.94,51.956,0.126,393.675,0.214,38.797,0
0.039,9093.86,55.419,0.149,393.775,0.124,38.789,0
0.089,9094.6,59.346,0.146,393.825,0.159,38.788,0
0.065,9094.69,59.483,0.153,393.875,0.062,38.789,0
0.065,9095.19,56.637,0.154,393.9,0.021,38.788,0
0.014,9095.62,60.061,0.149,393.875,0.078,38.781,0
0.012,9095.96,56.546,0.147,393.9,0.036,38.774,0
0.063,9096.41,55.145,0.147,393.85,0.015,38.764,0
0.13,9096.95,58.288,0.145,393.85,0.015,38.76,0
0.106,9097.63,68.647,0.143,393.875,0.092,38.758,0
0.204,9099.13,77.306,0.155,393.875,0.092,38.756,0
0.196,9100.78,75.291,0.166,393.975,0.05,38.749,0
0.158,9101.72,76.437,0.16,393.95,0.1,38.747,0
0.131,9102.63,85.339,0.162,394.025,0.106,38.739,0
0.175,9103.21,88.594,0.159,394.075,0.007,38.734,0
0.169,9103.89,87.078,0.16,394.15,0.063,38.725,0
0.177,9105.45,100.357,0.159,394.2,0.07,38.715,0
0.157,9106.11,93.83,0.16,394.2,0.07,38.716,0
0.153,9107.07,102.793,0.169,394.275,0.03,38.71,0
0.099,9107.94,102.042,0.2,394.3,-0.035,38.708,0
-0.048,9110.61,116.641,0.193,394.475,-0.259,38.689,0
-0.048,9111.53,115.528,0.201,394.525,-0.308,38.688,0
0.014,9112.24,121.03,0.2,394.575,-0.364,38.68,0
0.011,9113.08,128.616,0.197,394.625,-0.426,38.67,0
0.071,9114.04,131.845,0.202,394.7,-0.514,38.667,0
0.072,9114.79,131.572,0.207,394.75,-0.586,38.662,0
0.072,9115.27,129.308,0.223,394.75,-0.586,38.663,0
0.145,9116.29,131.891,0.199,394.825,-0.684,38.654,0
0.195,9117.88,132.569,0.198,394.925,-0.645,38.649,0
0.227,9118.65,132.06,0.198,395.0,-0.751,38.643,0
0.252,9119.42,131.218,0.213,394.975,-0.726,38.636,0
0.252,9120.39,132.783,0.224,395.05,-0.707,38.626,0
0.253,9121.49,148.227,0.237,395.075,-0.614,38.614,0
0.261,9122.65,156.894,0.255,395.1,-0.679,38.605,0
0.283,9123.65,165.501,0.272,395.175,-0.412,38.599,0
0.232,9124.55,175.735,0.284,395.25,-0.478,38.594,0
0.253,9125.78,166.709,0.289,395.3,-0.501,38.585,0
0.049,9042.07,15.5,0.107,393.3,-0.252,38.838,0
-0.049,9041.91,15.242,0.103,393.325,-0.317,38.836,0
-0.066,9041.78,15.166,0.111,393.35,-0.348,38.838,0
-0.088,9041.95,14.638,0.106,393.3,-0.252,38.833,0
-0.118,9042.08,15.054,0.112,393.275,-0.187,38.831,0
-0.195,9042.03,13.627,0.11,393.225,-0.258,38.835,0
-0.283,9041.81,16.139,0.093,393.25,-0.318,38.833,0
-0.358,9042.11,15.417,0.094,393.325,-0.181,38.835,0
-0.308,9041.95,15.831,0.094,393.3,-0.11,38.824,0
-0.288,9041.77,16.284,0.086,393.25,-0.03,38.821,0
-0.212,9041.72,16.542,0.085,393.25,-0.03,38.823,0
-0.217,9041.58,16.354,0.086,393.225,0.04,38.824,0
-0.138,9041.54,16.329,0.088,393.3,-0.039,38.827,0
-0.163,9041.28,15.404,0.07,393.275,0.035,38.824,0
-0.155,9041.14,14.857,0.071,393.25,0.033,38.823,0
-0.175,9041.2,14.566,0.069,393.275,-0.039,38.822,0
-0.103,9041.26,14.371,0.066,393.275,-0.039,38.825,0
-0.105,9041.31,14.245,0.076,393.25,-0.184,38.83,0
-0.105,9041.23,14.387,0.088,393.225,-0.117,38.83,0
-0.076,9041.15,14.554,0.087,393.2,-0.101,38.829,0
-0.076,9041.01,14.085,0.081,393.25,-0.184,38.829,0
-0.03,9040.79,13.403,0.082,393.25,-0.184,38.83,0
-0.06,9040.7,13.353,0.08,393.225,-0.013,38.823,0
-0.185,9040.78,13.317,0.073,393.15,-0.05,38.822,0
-0.1,9040.92,13.255,0.074,393.1,-0.199,38.822,0
-0.11,9040.81,12.58,0.088,393.1,-0.021,38.822,0
-0.255,9040.67,10.379,0.088,393.125,-0.062,38.81,0
-0.236,9040.66,9.879,0.086,393.1,-0.004,38.811,0
-0.072,9040.78,10.85,0.081,393.125,-0.062,38.811,0
-0.048,9040.63,10.077,0.084,393.15,-0.12,38.812,0
-0.056,9040.6,9.998,0.082,393.125,-0.062,38.802,0
-0.024,9040.57,9.967,0.089,393.1,-0.021,38.796,0
0.043,9040.28,11.426,0.093,393.075,-0.15,38.797,0
0.036,9040.53,9.694,0.089,393.025,-0.05,38.796,0
0.108,9040.16,10.454,0.09,393.025,-0.05,38.796,0
0.099,9040.27,11.792,0.097,393.0,0.0,38.798,0
0.108,9040.17,13.011,0.098,393.05,0.04,38.803,0
0.17,9040.24,12.748,0.098,393.125,0.006,38.799,0
0.207,9040.41,12.477,0.096,393.1,0.047,38.786,0
0.078,9040.38,12.669,0.099,393.075,0.104,38.774,0
0.102,9040.52,12.728,0.102,393.1,0.047,38.774,0
0.081,9040.5,12.76,0.099,393.15,-0.051,38.775,0
0.062,9040.3,13.686,0.103,393.225,-0.032,38.77,0
0.019,9040.09,15.104,0.088,393.2,0.025,38.769,0
0.019,9040.13,15.06,0.08,393.175,0.061,38.768,0
-0.074,9040.18,15.0,0.082,393.2,0.025,38.764,0
0.002,9040.27,15.316,0.082,393.2,0.025,38.766,0
0.065,9040.24,15.309,0.084,393.175,0.084,38.762,0
-0.021,9040.36,15.908,0.088,393.2,0.05,38.765,0
-0.125,9040.48,16.506,0.104,393.3,-0.236,38.761,0
-0.033,9040.38,16.492,0.111,393.325,-0.273,38.76,0
-0.012,9040.6,17.123,0.11,393.325,-0.273,38.753,0
-0.034,9040.66,17.686,0.105,393.35,-0.123,38.748,0
0.017,9040.84,17.438,0.09,393.275,-0.085,38.74,0
0.131,9040.59,18.492,0.095,393.225,-0.101,38.746,0
0.088,9040.27,16.905,0.1,393.275,-0.198,38.743,0
0.088,9040.03,18.621,0.124,393.35,0.011,38.738,0
0.1,9039.84,19.187,0.13,393.4,-0.046,38.735,0
0.073,9039.84,19.183,0.125,393.5,0.0,38.737,0
0.111,9040.05,17.817,0.126,393.55,0.13,38.73,0
0.083,9040.34,16.354,0.126,393.525,0.192,38.724,0
0.024,9040.28,13.302,0.111,393.55,0.13,38.717,0
-0.073,9040.4,13.771,0.111,393.5,0.215,38.72,0
-0.147,9040.5,14.361,0.109,393.55,0.159,38.719,0
-0.176,9040.56,14.59,0.107,393.55,0.159,38.722,0
-0.227,9040.48,15.104,0.117,393.65,0.122,38.72,0
-0.139,9040.45,15.123,0.117,393.675,0.063,38.724,0
-0.112,9040.44,14.258,0.109,393.575,0.273,38.716,0
-0.066,9040.43,13.951,0.117,393.575,0.273,38.706,0
-0.084,9040.18,15.445,0.107,393.65,0.259,38.699,0
-0.082,9040.02,15.734,0.104,393.675,0.203,38.687,0
-0.078,9040.02,15.221,0.105,393.725,0.11,38.682,0
-0.078,9039.7,18.748,0.108,393.725,0.11,38.678,0
0.011,9039.45,18.006,0.103,393.75,0.072,38.682,0
0.083,9039.28,19.431,0.108,393.75,0.072,38.679,0
-0.004,9039.18,19.93,0.109,393.75,0.072,38.68,0
0.051,9038.89,19.117,0.103,393.8,-0.019,38.682,0
0.005,9038.82,18.259,0.096,393.875,-0.1,38.677,0
0.056,9038.52,18.923,0.109,393.975,-0.12,38.672,0
0.054,9038.11,17.036,0.107,394.125,0.111,38.658,0
0.075,9037.97,17.715,0.106,394.175,0.084,38.655,0
0.052,9037.68,18.972,0.107,394.225,-0.009,38.652,0
0.093,9037.68,18.99,0.107,394.25,-0.068,38.646,0
-0.007,9037.93,18.11,0.108,394.25,-0.139,38.64,0
0.072,9038.07,19.459,0.113,394.275,-0.198,38.633,0
0.075,9037.79,21.933,0.102,394.375,-0.131,38.631,0
0.044,9037.5,21.754,0.099,394.4,-0.153,38.627,0
0.064,9037.01,21.958,0.109,394.5,-0.195,38.632,0
0.157,9036.9,22.313,0.103,394.55,-0.252,38.621,0
0.154,9036.6,21.182,0.103,394.625,-0.328,38.617,0
0.122,9036.27,19.62,0.095,394.625,-0.328,38.615,0
0.122,9036.06,18.234,0.091,394.675,-0.396,38.613,0
0.08,9036.07,18.222,0.113,394.7,-0.463,38.606,0
0.08,9035.95,18.718,0.114,394.725,-0.303,38.605,0
0.004,9035.78,18.589,0.104,394.75,-0.368,38.597,0
0.023,9035.34,23.114,0.114,394.85,-0.327,38.592,0
0.088,9035.17,23.516,0.117,394.925,-0.409,38.585,0
0.13,9034.93,23.061,0.121,395.075,-0.557,38.584,0
0.112,9034.95,23.074,0.129,395.1,-0.596,38.576,0
0.039,9034.89,23.37,0.13,395.125,-0.49,38.578,0
0.105,9068.97,19.478,0.085,391.9,0.036,39.002,0
0.147,9068.78,20.126,0.09,392.0,0.0,39.009,0
0.094,9068.87,19.457,0.093,391.975,0.05,39.012,0
0.094,9069.02,20.073,0.094,391.975,0.05,39.006,0
0.07,9069.13,20.117,0.092,392.0,0.0,39.011,0
0.021,9069.11,20.184,0.088,392.0,0.0,39.01,0
0.021,9068.84,23.078,0.088,391.975,0.05,39.011,0
0.029,9068.89,22.755,0.088,391.95,0.1,39.011,0
0.064,9068.74,23.471,0.083,391.925,0.15,39.011,0
-0.136,9068.96,23.906,0.083,391.925,0.15,39.007,0
-0.064,9069.03,23.605,0.081,391.975,0.05,39.009,0
-0.004,9069.17,23.933,0.079,392.0,0.0,39.009,0
-0.004,9069.2,23.912,0.076,391.975,0.05,39.007,0
0.192,9068.77,23.521,0.085,392.025,0.172,39.013,0
0.192,9068.9,23.386,0.092,391.975,0.05,39.018,0
0.273,9069.05,24.207,0.093,391.925,-0.007,39.024,0
0.266,9068.98,24.025,0.085,391.9,0.036,39.031,0
0.331,9069.03,24.368,0.087,391.85,0.135,39.03,0
0.354,9068.91,25.477,0.093,391.85,0.135,39.034,0
0.366,9068.85,25.444,0.095,391.825,0.053,39.034,0
0.388,9068.63,26.141,0.099,391.825,0.053,39.035,0
0.36,9068.66,26.225,0.099,391.825,0.053,39.038,0
0.383,9068.66,26.257,0.1,391.8,0.112,39.038,0
0.329,9068.58,25.712,0.099,391.775,0.15,39.035,0
0.296,9068.44,26.346,0.104,391.775,0.15,39.035,0
0.314,9068.38,26.15,0.103,391.725,0.248,39.037,0
0.253,9068.15,25.043,0.104,391.675,0.347,39.04,0
0.245,9068.18,24.934,0.105,391.675,0.347,39.045,0
0.246,9068.75,20.378,0.099,391.725,0.429,39.036,0
0.082,9068.97,19.309,0.103,391.6,0.094,39.028,0
-0.007,9069.06,18.658,0.099,391.65,0.086,39.025,0
-0.054,9069.3,18.197,0.099,391.65,0.086,39.022,0
-0.083,9069.16,16.416,0.094,391.625,0.086,39.017,0
-0.013,9069.06,17.355,0.092,391.65,0.011,39.008,0
-0.013,9069.01,16.985,0.09,391.65,0.011,39.013,0
0.068,9068.92,16.836,0.089,391.675,0.014,39.009,0
0.068,9069.0,16.784,0.089,391.675,0.014,39.01,0
0.078,9069.39,14.366,0.088,391.7,-0.059,39.006,0
0.067,9069.55,14.567,0.088,391.725,-0.133,39.003,0
0.247,9069.51,13.951,0.09,391.775,-0.207,39.003,0
0.15,9069.37,13.73,0.091,391.8,-0.214,39.003,0
0.176,9069.29,13.976,0.091,391.775,-0.143,39.002,0
0.146,9069.51,13.554,0.093,391.8,-0.214,39.001,0
0.058,9069.68,13.976,0.079,391.85,-0.192,38.98,0
-0.004,9069.56,13.334,0.081,391.875,-0.048,38.98,0
-0.03,9069.6,13.349,0.083,391.875,-0.048,38.973,0
-0.038,9069.56,13.11,0.077,391.9,-0.111,38.972,0
-0.03,9069.72,11.709,0.078,391.925,-0.175,38.968,0
0.019,9069.68,12.055,0.078,391.925,-0.175,38.964,0
-0.07,9069.88,14.179,0.079,392.0,0.0,38.962,0
-0.136,9070.03,12.895,0.079,391.975,0.038,38.956,0
-0.112,9070.17,13.725,0.076,392.025,-0.038,38.952,0
-0.135,9070.23,13.919,0.077,392.025,-0.038,38.954,0
-0.048,9070.5,12.765,0.073,392.05,-0.071,38.944,0
0.014,9070.61,12.266,0.076,392.075,-0.096,38.943,0
-0.006,9070.72,11.845,0.08,392.075,-0.096,38.937,0
0.019,9070.5,11.975,0.093,392.2,0.692,38.933,0
-0.046,9070.34,12.413,0.093,392.25,0.714,38.932,0
0.033,9070.51,11.875,0.105,392.225,0.634,38.93,0
0.118,9070.57,11.763,0.103,392.175,0.182,38.921,0
0.178,9070.43,11.87,0.101,392.2,0.11,38.92,0
0.191,9070.2,12.843,0.104,392.225,0.04,38.918,0
0.132,9070.31,11.608,0.103,392.2,0.054,38.923,0
0.153,9070.32,11.768,0.112,392.175,0.123,38.915,0
0.157,9070.33,11.771,0.112,392.2,0.054,38.91,0
0.157,9070.22,11.426,0.113,392.2,0.054,38.915,0
0.162,9070.19,11.279,0.118,392.175,0.074,38.92,0
0.095,9070.25,11.005,0.119,392.15,0.099,38.922,0
0.049,9070.3,10.864,0.116,392.125,0.164,38.921,0
0.013,9070.25,10.776,0.118,392.1,0.231,38.92,0
-0.128,9070.06,9.851,0.121,392.125,0.164,38.913,0
-0.096,9070.6,11.857,0.122,392.15,0.141,38.913,0
-0.015,9071.18,20.721,0.111,392.225,-0.057,38.909,0
0.083,9071.06,20.452,0.115,392.225,-0.057,38.913,0
0.127,9071.11,20.445,0.115,392.25,-0.08,38.904,0
0.094,9070.91,22.24,0.107,392.25,-0.08,38.906,0
0.024,9070.81,22.449,0.103,392.275,-0.147,38.901,0
0.008,9070.68,23.879,0.109,392.3,-0.214,38.901,0
0.054,9070.9,22.753,0.11,392.35,-0.2,38.899,0
0.091,9070.64,21.158,0.11,392.35,-0.2,38.901,0
0.112,9070.72,21.171,0.087,392.4,-0.211,38.902,0
0.135,9070.75,21.301,0.089,392.375,-0.143,38.902,0
0.135,9070.71,20.996,0.077,392.425,-0.227,38.901,0
0.071,9070.6,21.279,0.067,392.5,-0.383,38.892,0
0.071,9070.79,22.116,0.066,392.5,-0.383,38.895,0
0.077,9070.76,22.132,0.067,392.55,-0.408,38.892,0
0.077,9070.82,21.704,0.061,392.525,-0.457,38.888,0
0.13,9071.03,21.031,0.06,392.525,-0.16,38.894,0
0.045,9070.98,20.999,0.057,392.55,-0.147,38.896,0
0.007,9070.85,22.519,0.057,392.575,-0.221,38.901,0
0.015,9070.96,23.205,0.056,392.65,0.187,38.903,0
-0.129,9071.21,21.703,0.059,392.65,0.187,38.903,0
-0.204,9071.45,21.824,0.066,392.8,0.391,38.911,0
-0.103,9071.42,21.961,0.068,392.875,0.537,38.9,0
-0.021,9071.64,22.871,0.086,392.85,-0.192,38.897,0
0.038,9071.57,23.299,0.086,392.875,-0.263,38.896,0
0.151,9071.88,25.743,0.075,392.9,-0.335,38.893,0
0.23,9072.05,26.104,0.077,392.9,-0.335,38.887,0
0.227,9071.7,25.213,0.097,392.9,-0.444,38.872,0
0.203,9071.72,25.175,0.097,392.925,-0.459,38.871,0
0.12,9071.43,18.362,0.098,392.875,-0.441,38.867,0
0.071,9071.41,18.547,0.101,392.925,-0.591,38.869,0
0.096,9071.71,16.77,0.1,392.975,-0.684,38.866,0
0.057,9071.61,18.065,0.097,393.0,-0.703,38.871,0
-0.028,9071.92,16.279,0.1,392.975,-0.625,38.866,0
-0.099,9071.92,16.999,0.106,392.975,-0.684,38.861,0
-0.052,9071.93,17.498,0.112,393.0,-0.703,38.855,0
0.005,9071.97,17.204,0.11,393.025,-0.725,38.859,0
-0.014,9071.98,17.31,0.139,393.075,-0.831,38.855,0
-0.076,9071.94,17.316,0.136,393.1,-0.915,38.849,0
-0.076,9072.11,17.674,0.13,393.15,-0.769,38.847,0
0.017,9072.06,17.531,0.133,393.2,-0.682,38.842,0
0.049,9072.35,16.479,0.149,393.375,-0.784,38.815,0
0.191,9072.71,18.361,0.132,393.35,-0.858,38.799,0
0.256,9072.93,17.989,0.131,393.35,-0.858,38.793,0
0.314,9073.12,18.412,0.135,393.4,-0.841,38.795,0
0.266,9073.2,18.505,0.135,393.45,-0.843,38.794,0
0.19,9073.26,17.424,0.101,393.65,-0.27,38.791,0
